,ec_number,enzyme_name,product_cpd,dblinks,product_formula,product_mass,product_name,pubchem_id
235,1.1.1.353,"['versiconal hemiacetal acetate reductase', 'VHA reductase', 'VHA reductase I', 'VHA reductase II', 'vrdA (gene name)']",C20503,"[('CAS', ['111975-78-1']), ('PubChem', ['172232252'])]",C20H16O8,,"[""1'-Hydroxyversicolorone"", 'Hydroxyversicolorone']",172232252
236,1.1.1.353,"['versiconal hemiacetal acetate reductase', 'VHA reductase', 'VHA reductase I', 'VHA reductase II', 'vrdA (gene name)']",C20505,"[('PubChem', ['172232254'])]",C20H16O9,,['Versiconal hemiacetal acetate'],172232254
237,1.1.1.353,"['versiconal hemiacetal acetate reductase', 'VHA reductase', 'VHA reductase I', 'VHA reductase II', 'vrdA (gene name)']",C20507,"[('PubChem', ['172232256'])]",C18H14O8,,['Versiconal'],172232256
238,3.1.1.94,"['versiconal hemiacetal acetate esterase', 'VHA esterase']",C20507,"[('PubChem', ['172232256'])]",C18H14O8,,['Versiconal'],172232256
239,1.1.1.360,"['glucose/galactose 1-dehydrogenase', 'GdhA', 'dual-specific glucose/galactose dehydrogenase', 'glucose (galactose) dehydrogenase', 'glucose/galactose dehydrogenase']",C00198,"[('CAS', ['90-80-2']), ('PubChem', ['3498']), ('ChEBI', ['16217']), ('ChEMBL', ['CHEMBL1200829']), ('PDB-CCD', ['LGC']), ('3DMET', ['B01186']), ('NIKKAJI', ['J1.174F'])]",C6H10O6,,"['D-Glucono-1,5-lactone', 'Gluconic lactone', 'Gluconic acid lactone', '1,5-Gluconolactone', 'delta-Gluconolactone', 'D-Gluconolactone', 'Gluconolactone']",3498
240,1.1.1.360,"['glucose/galactose 1-dehydrogenase', 'GdhA', 'dual-specific glucose/galactose dehydrogenase', 'glucose (galactose) dehydrogenase', 'glucose/galactose dehydrogenase']",C02669,"[('CAS', ['15892-28-1']), ('PubChem', ['5640']), ('ChEBI', ['15945']), ('PDB-CCD', ['149']), ('NIKKAJI', ['J426.673K'])]",C6H10O6,,"['D-Galactono-1,5-lactone']",5640
241,1.1.1.372,"['D/L-glyceraldehyde reductase', 'gld1 (gene name)', 'gaaD (gene name)']",C02426,"[('CAS', ['497-09-6']), ('PubChem', ['5454']), ('ChEBI', ['27975']), ('PDB-CCD', ['GXV']), ('3DMET', ['B01571']), ('NIKKAJI', ['J9.120K'])]",C3H6O3,,"['L-Glyceraldehyde', 'L-2,3-Dihydroxypropionaldehyde', 'L-2,3-Dihydroxypropanal', 'L-Glycerose', 'L-Aldotriose']",5454
242,1.1.1.372,"['D/L-glyceraldehyde reductase', 'gld1 (gene name)', 'gaaD (gene name)']",C00577,"[('CAS', ['453-17-8', '367-47-5']), ('PubChem', ['3856']), ('ChEBI', ['17378']), ('PDB-CCD', ['3GR']), ('3DMET', ['B00137']), ('NIKKAJI', ['J5.790H', 'J9.119G'])]",C3H6O3,,['D-Glyceraldehyde'],3856
243,2.2.1.11,"['6-deoxy-5-ketofructose 1-phosphate synthase', 'DKFP synthase']",C00577,"[('CAS', ['453-17-8', '367-47-5']), ('PubChem', ['3856']), ('ChEBI', ['17378']), ('PDB-CCD', ['3GR']), ('3DMET', ['B00137']), ('NIKKAJI', ['J5.790H', 'J9.119G'])]",C3H6O3,,['D-Glyceraldehyde'],3856
244,1.1.1.381,"['3-hydroxy acid dehydrogenase', 'ydfG (gene name)', 'YMR226c (gene name)']",C01888,"[('CAS', ['298-08-8']), ('PubChem', ['5001']), ('ChEBI', ['17906']), ('PDB-CCD', ['F3V']), ('3DMET', ['B00367']), ('NIKKAJI', ['J38.126H'])]",C3H7NO,,"['Aminoacetone', '1-Amino-2-propanone']",5001
245,1.1.1.381,"['3-hydroxy acid dehydrogenase', 'ydfG (gene name)', 'YMR226c (gene name)']",C03508,"[('PubChem', ['6318']), ('ChEBI', ['16944', '40673']), ('LIPIDMAPS', ['LMFA01060172']), ('PDB-CCD', ['AKB']), ('3DMET', ['B00594']), ('NIKKAJI', ['J2.359.951A'])]",C4H7NO3,,"['L-2-Amino-3-oxobutanoic acid', 'L-2-Amino-3-oxobutanoate', 'L-2-Amino-acetoacetate', '(S)-2-Amino-3-oxobutanoic acid']",6318
246,1.1.1.396,"['bacteriochlorophyllide a dehydrogenase', 'bchC (gene name)']",C18155,"[('PubChem', ['96024372']), ('ChEBI', ['81546'])]",C35H36MgN4O6,,['Bacteriochlorophyllide a'],96024372
247,1.1.1.408,"['4-phospho-D-threonate 3-dehydrogenase', 'pdxA2 (gene name) (ambiguous)']",C00111,"[('CAS', ['57-04-5']), ('PubChem', ['3411']), ('ChEBI', ['16108']), ('ChEMBL', ['CHEMBL1161998']), ('KNApSAcK', ['C00007560']), ('PDB-CCD', ['13P']), ('3DMET', ['B00029']), ('NIKKAJI', ['J213.543D'])]",C3H7O6P,,"['Glycerone phosphate', 'Dihydroxyacetone phosphate', '3-Hydroxy-2-oxopropyl phosphate']",3411
248,1.1.1.409,"['4-phospho-D-erythronate 3-dehydrogenase', 'pdxA2 (gene name) (ambiguous)']",C00111,"[('CAS', ['57-04-5']), ('PubChem', ['3411']), ('ChEBI', ['16108']), ('ChEMBL', ['CHEMBL1161998']), ('KNApSAcK', ['C00007560']), ('PDB-CCD', ['13P']), ('3DMET', ['B00029']), ('NIKKAJI', ['J213.543D'])]",C3H7O6P,,"['Glycerone phosphate', 'Dihydroxyacetone phosphate', '3-Hydroxy-2-oxopropyl phosphate']",3411
249,4.1.1.104,"['3-dehydro-4-phosphotetronate decarboxylase', 'otnC (gene name)']",C00111,"[('CAS', ['57-04-5']), ('PubChem', ['3411']), ('ChEBI', ['16108']), ('ChEMBL', ['CHEMBL1161998']), ('KNApSAcK', ['C00007560']), ('PDB-CCD', ['13P']), ('3DMET', ['B00029']), ('NIKKAJI', ['J213.543D'])]",C3H7O6P,,"['Glycerone phosphate', 'Dihydroxyacetone phosphate', '3-Hydroxy-2-oxopropyl phosphate']",3411
250,1.1.1.408,"['4-phospho-D-threonate 3-dehydrogenase', 'pdxA2 (gene name) (ambiguous)']",C21610,"[('PubChem', ['340125668'])]",C4H7O8P,,['3-Dehydro-4-phospho-D-erythronate'],340125668
251,2.7.1.217,"['3-dehydrotetronate 4-kinase', 'otnK (gene name)']",C21610,"[('PubChem', ['340125668'])]",C4H7O8P,,['3-Dehydro-4-phospho-D-erythronate'],340125668
252,1.1.3.8,"['L-gulonolactone oxidase', 'L-gulono-gamma-lactone: O2 oxidoreductase', 'L-gulono-gamma-lactone oxidase', 'L-gulono-gamma-lactone:oxidoreductase', 'GLO']",C00072,"[('CAS', ['50-81-7']), ('PubChem', ['3372']), ('ChEBI', ['29073', '38290']), ('ChEMBL', ['CHEMBL196']), ('KNApSAcK', ['C00001179']), ('PDB-CCD', ['ASC']), ('3DMET', ['B01147']), ('NIKKAJI', ['J2.301I'])]",C6H8O6,,"['Ascorbate', 'Ascorbic acid', 'L-Ascorbate', 'L-Ascorbic acid', 'Vitamin C']",3372
253,1.3.2.3,"['L-galactonolactone dehydrogenase', 'galactonolactone dehydrogenase', 'L-galactono-gamma-lactone dehydrogenase', 'L-galactono-gamma-lactone:ferricytochrome-c oxidoreductase', 'GLDHase', 'GLDase']",C00072,"[('CAS', ['50-81-7']), ('PubChem', ['3372']), ('ChEBI', ['29073', '38290']), ('ChEMBL', ['CHEMBL196']), ('KNApSAcK', ['C00001179']), ('PDB-CCD', ['ASC']), ('3DMET', ['B01147']), ('NIKKAJI', ['J2.301I'])]",C6H8O6,,"['Ascorbate', 'Ascorbic acid', 'L-Ascorbate', 'L-Ascorbic acid', 'Vitamin C']",3372
254,1.11.1.11,"['L-ascorbate peroxidase', 'L-ascorbic acid peroxidase', 'L-ascorbic acid-specific peroxidase', 'ascorbate peroxidase', 'ascorbic acid peroxidase']",C00072,"[('CAS', ['50-81-7']), ('PubChem', ['3372']), ('ChEBI', ['29073', '38290']), ('ChEMBL', ['CHEMBL196']), ('KNApSAcK', ['C00001179']), ('PDB-CCD', ['ASC']), ('3DMET', ['B01147']), ('NIKKAJI', ['J2.301I'])]",C6H8O6,,"['Ascorbate', 'Ascorbic acid', 'L-Ascorbate', 'L-Ascorbic acid', 'Vitamin C']",3372
255,1.1.3.8,"['L-gulonolactone oxidase', 'L-gulono-gamma-lactone: O2 oxidoreductase', 'L-gulono-gamma-lactone oxidase', 'L-gulono-gamma-lactone:oxidoreductase', 'GLO']",C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
256,1.1.3.17,['choline oxidase'],C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
257,1.1.3.39,['nucleoside oxidase (H2O2-forming)'],C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
258,1.1.3.47,['5-(hydroxymethyl)furfural oxidase'],C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
259,1.2.3.15,"['(methyl)glyoxal oxidase', 'glx1 (gene name)', 'glx2 (gene name)']",C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
260,1.3.3.13,"['albonoursin synthase', 'cyclo(dipeptide):oxygen oxidoreductase', 'cyclic dipeptide oxidase', 'AlbA']",C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
261,1.4.3.5,"[""pyridoxal 5'-phosphate synthase"", ""pyridoxamine 5'-phosphate oxidase"", 'pyridoxamine phosphate oxidase', 'pyridoxine (pyridoxamine)phosphate oxidase', ""pyridoxine (pyridoxamine) 5'-phosphate oxidase"", 'pyridoxaminephosphate oxidase (EC 1.4.3.5: deaminating)', 'PMP oxidase', ""pyridoxol-5'-phosphate:oxygen oxidoreductase (deaminating) (incorrect)"", 'pyridoxamine-phosphate oxidase', 'PdxH']",C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
262,1.4.3.15,"['D-glutamate(D-aspartate) oxidase', 'D-glutamic-aspartic oxidase', 'D-monoaminodicarboxylic acid oxidase']",C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
263,1.4.3.19,['glycine oxidase'],C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
264,1.5.3.5,"['(S)-6-hydroxynicotine oxidase', 'L-6-hydroxynicotine oxidase', '6-hydroxy-L-nicotine oxidase', '6-hydroxy-L-nicotine:oxygen oxidoreductase', 'nctB (gene name)']",C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
265,1.5.3.6,"['(R)-6-hydroxynicotine oxidase', 'D-6-hydroxynicotine oxidase', '6-hydroxy-D-nicotine oxidase']",C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
266,1.5.3.12,['dihydrobenzophenanthridine oxidase'],C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
267,1.5.3.13,"['N1-acetylpolyamine oxidase', 'hPAO-1', 'PAO (ambiguous)', 'mPAO', 'hPAO', 'polyamine oxidase (ambiguous)']",C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
268,1.5.3.17,"['non-specific polyamine oxidase', 'polyamine oxidase (ambiguous)', 'Fms1', 'AtPAO3']",C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
269,1.6.3.5,"['renalase', 'alphaNAD(P)H oxidase/anomerase (incorrect)', 'NAD(P)H:oxygen oxidoreductase (H2O2-forming, epimerising) (incorrect)']",C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
270,1.10.3.16,"['dihydrophenazinedicarboxylate synthase', 'phzG (gene name)']",C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
271,1.16.3.2,"['bacterial non-heme ferritin', 'FtnA', 'HuHF']",C00027,"[('CAS', ['7722-84-1']), ('PubChem', ['3329']), ('ChEBI', ['16240']), ('ChEMBL', ['CHEMBL71595']), ('PDB-CCD', ['PEO']), ('NIKKAJI', ['J98.262H'])]",H2O2,,"['Hydrogen peroxide', 'H2O2', 'Oxydol']",3329
272,1.1.3.8,"['L-gulonolactone oxidase', 'L-gulono-gamma-lactone: O2 oxidoreductase', 'L-gulono-gamma-lactone oxidase', 'L-gulono-gamma-lactone:oxidoreductase', 'GLO']",C03289,"[('PubChem', ['6146']), ('ChEBI', ['73681']), ('3DMET', ['B01647']), ('NIKKAJI', ['J2.741.521K'])]",C6H8O6,,"['L-xylo-Hexulonolactone', 'L-xylo-Hex-2-ulono-1,4-lactone']",6146
273,1.1.3.17,['choline oxidase'],C00719,"[('CAS', ['107-43-7']), ('PubChem', ['3985']), ('ChEBI', ['17750']), ('ChEMBL', ['CHEMBL1182', 'CHEMBL95889']), ('KNApSAcK', ['C00007291']), ('PDB-CCD', ['BET']), ('3DMET', ['B01318']), ('NIKKAJI', ['J5.058J'])]",C5H11NO2,,"['Betaine', 'Trimethylaminoacetate', 'Glycine betaine', 'N,N,N-Trimethylglycine', 'Trimethylammonioacetate']",3985
274,2.1.1.157,"['sarcosine/dimethylglycine N-methyltransferase', 'ApDMT', 'sarcosine-dimethylglycine methyltransferase', 'SDMT', 'sarcosine dimethylglycine N-methyltransferase', 'S-adenosyl-L-methionine:N,N-dimethylglycine N-methyltransferase']",C00719,"[('CAS', ['107-43-7']), ('PubChem', ['3985']), ('ChEBI', ['17750']), ('ChEMBL', ['CHEMBL1182', 'CHEMBL95889']), ('KNApSAcK', ['C00007291']), ('PDB-CCD', ['BET']), ('3DMET', ['B01318']), ('NIKKAJI', ['J5.058J'])]",C5H11NO2,,"['Betaine', 'Trimethylaminoacetate', 'Glycine betaine', 'N,N,N-Trimethylglycine', 'Trimethylammonioacetate']",3985
275,2.1.1.162,"['glycine/sarcosine/dimethylglycine N-methyltransferase', 'GSDMT', 'glycine sarcosine dimethylglycine N-methyltransferase']",C00719,"[('CAS', ['107-43-7']), ('PubChem', ['3985']), ('ChEBI', ['17750']), ('ChEMBL', ['CHEMBL1182', 'CHEMBL95889']), ('KNApSAcK', ['C00007291']), ('PDB-CCD', ['BET']), ('3DMET', ['B01318']), ('NIKKAJI', ['J5.058J'])]",C5H11NO2,,"['Betaine', 'Trimethylaminoacetate', 'Glycine betaine', 'N,N,N-Trimethylglycine', 'Trimethylammonioacetate']",3985
276,1.1.3.17,['choline oxidase'],C00576,"[('CAS', ['7418-61-3']), ('PubChem', ['3855']), ('ChEBI', ['15710']), ('ChEMBL', ['CHEMBL1231491']), ('PDB-CCD', ['BTL']), ('3DMET', ['B00136']), ('NIKKAJI', ['J413.989E'])]",C5H12NO,,['Betaine aldehyde'],3855
277,1.1.3.28,['nucleoside oxidase'],C11631,"[('PubChem', ['13796']), ('ChEBI', ['17643']), ('NIKKAJI', ['J2.734.892K'])]",C10H10N4O6,,['9-Riburonosylhypoxanthine'],13796
278,1.1.3.28,['nucleoside oxidase'],C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
279,1.2.1.31,"['L-aminoadipate-semialdehyde dehydrogenase', 'aminoadipate semialdehyde dehydrogenase', '2-aminoadipate semialdehyde dehydrogenase', 'alpha-aminoadipate-semialdehyde dehydrogenase', 'alpha-aminoadipate reductase', '2-aminoadipic semialdehyde dehydrogenase', 'L-alpha-aminoadipate delta-semialdehyde oxidoreductase', 'L-alpha-aminoadipate delta-semialdehyde:NAD+ oxidoreductase', 'L-alpha-aminoadipate delta-semialdehyde:nicotinamide adenine dinucleotide oxidoreductase', 'L-2-aminoadipate 6-semialdehyde:NAD(P)+ 6-oxidoreductase']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
280,1.3.7.15,"['chlorophyllide a reductase', 'bchX (gene name)', 'bchY (gene name)', 'bchZ (gene name)', 'COR']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
281,1.4.1.13,"['glutamate synthase (NADPH)', 'glutamate (reduced nicotinamide adenine dinucleotide phosphate) synthase', 'L-glutamate synthase', 'L-glutamate synthetase', 'glutamate synthetase (NADP)', 'NADPH-dependent glutamate synthase', 'glutamine-ketoglutaric aminotransferase', 'NADPH-glutamate synthase', 'NADPH-linked glutamate synthase', 'glutamine amide-2-oxoglutarate aminotransferase (oxidoreductase, NADP)', 'L-glutamine:2-oxoglutarate aminotransferase, NADPH oxidizing', 'GOGAT']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
282,1.4.1.18,"['lysine 6-dehydrogenase', 'L-lysine epsilon-dehydrogenase', 'L-lysine 6-dehydrogenase', 'LysDH']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
283,1.4.7.1,"['glutamate synthase (ferredoxin)', 'ferredoxin-dependent glutamate synthase', 'ferredoxin-glutamate synthase', 'glutamate synthase (ferredoxin-dependent)']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
284,1.7.3.6,"['hydroxylamine oxidase (cytochrome)', 'HAO (ambiguous)', 'hydroxylamine oxidoreductase (ambiguous)', 'hydroxylamine oxidase (misleading)']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
285,1.11.1.8,"['iodide peroxidase', 'thyroid peroxidase', 'iodotyrosine deiodase', 'iodinase', 'iodoperoxidase (heme type)', 'iodide peroxidase-tyrosine iodinase', 'iodotyrosine deiodinase', 'monoiodotyrosine deiodinase', 'thyroperoxidase', 'tyrosine iodinase', 'TPO']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
286,1.11.1.11,"['L-ascorbate peroxidase', 'L-ascorbic acid peroxidase', 'L-ascorbic acid-specific peroxidase', 'ascorbate peroxidase', 'ascorbic acid peroxidase']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
287,1.11.1.14,"['lignin peroxidase', 'diarylpropane oxygenase', 'ligninase I', 'diarylpropane peroxidase', 'LiP', 'diarylpropane:oxygen,hydrogen-peroxide oxidoreductase (C-C-bond-cleaving)', '1,2-bis(3,4-dimethoxyphenyl)propane-1,3-diol:hydrogen-peroxide oxidoreductase (incorrect)', '(3,4-dimethoxyphenyl)methanol:hydrogen-peroxide oxidoreductase']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
288,1.11.1.16,"['versatile peroxidase', 'VP', 'hybrid peroxidase', 'polyvalent peroxidase', 'reactive-black-5:hydrogen-peroxide oxidoreductase']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
289,1.11.1.21,"['catalase-peroxidase', 'katG (gene name)']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
290,1.13.11.34,"['arachidonate 5-lipoxygenase', 'leukotriene-A4 synthase', 'Delta5-lipoxygenase', '5Delta-lipoxygenase', 'arachidonic 5-lipoxygenase', 'arachidonic acid 5-lipoxygenase', 'C-5-lipoxygenase', 'LTA synthase', 'leukotriene A4 synthase']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
291,1.14.11.21,"['clavaminate synthase', 'clavaminate synthase 2', 'clavaminic acid synthase']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
292,1.14.11.36,"['pentalenolactone F synthase', 'penD (gene name)', 'pntD (gene name)', 'ptlD (gene name)']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
293,1.14.13.39,"['nitric-oxide synthase (NADPH)', 'NOS (gene name)', 'nitric oxide synthetase (ambiguous)', 'endothelium-derived relaxation factor-forming enzyme', 'endothelium-derived relaxing factor synthase', 'NO synthase (ambiguous)', 'NADPH-diaphorase (ambiguous)']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
294,1.14.13.50,"['pentachlorophenol monooxygenase', 'pcpB (gene name)', 'pentachlorophenol dechlorinase', 'pentachlorophenol dehalogenase', 'pentachlorophenol 4-monooxygenase', 'PCP hydroxylase', 'pentachlorophenol hydroxylase', 'PCB 4-monooxygenase', 'PCB4MO']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
295,1.14.13.54,"['ketosteroid monooxygenase', 'steroid-ketone monooxygenase', 'progesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, ester-producing)', '17alpha-hydroxyprogesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, side-chain cleaving)', 'androstenedione, NADPH2:oxygen oxidoreductase (17-hydroxylating, lactonizing)']",C00001,"[('CAS', ['7732-18-5']), ('PubChem', ['3303']), ('ChEBI', ['15377']), ('ChEMBL', ['CHEMBL1098659']), ('PDB-CCD', ['HOH', 'O']), ('3DMET', ['B01124']), ('NIKKAJI', ['J43.587B'])]",H2O,,"['H2O', 'Water']",3303
